lang	prod	text	ADJ==NOUN==PUNCT	NOUN==ADP==NOUN	VERB==NOUN==PUNCT	ADP==ADJ==NOUN	NOUN==NOUN==PUNCT	ADP==NOUN==PUNCT	VERB==ADJ==NOUN	DET==NOUN==PUNCT	NOUN==PUNCT==CCONJ	ADJ==NOUN==ADP	NOUN==PUNCT==PRON	ADP==DET==NOUN	ADV==ADJ==PUNCT	PRON==VERB==PUNCT	ADJ==ADJ==NOUN	VERB==DET==NOUN	NOUN==CCONJ==NOUN	NUM==NOUN==PUNCT	VERB==ADP==NOUN	AUX==ADJ==PUNCT	NOUN==ADJ==NOUN	AUX==ADV==ADJ	PUNCT==SCONJ==PRON	ADV==VERB==PUNCT	ADJ==NOUN==NOUN	lexical variety	lemma variety	POS variety	richPOS variety	length	ADJ	ADP	ADV	AUX	CCONJ	DET	INTJ	NOUN	NUM	PART	PRON	PROPN	PUNCT	SCONJ	SYM	VERB	X	_
hr	stud	review_grocery+gourmet-food_356_1.hr.conllu	1	2	0	3	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.792	0.688	0.25	0.579	48	9	6	1	8	1	1	0	8	0	0	1	2	7	1	0	3	0	0
hr	stud	review_grocery+gourmet-food_399_2.hr.conllu	3	1	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0.67	0.585	0.156	0.342	90	13	5	7	6	4	4	0	12	0	3	3	3	13	5	0	7	5	0
hr	stud	review_grocery+gourmet-food_8_5.hr.conllu	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0.818	0.739	0.161	0.51	87	13	8	10	7	3	2	0	14	2	1	4	7	8	2	0	6	0	0
hr	stud	review_grocery+gourmet-food_9_5.hr.conllu	2	2	0	0	1	1	1	0	1	1	0	1	0	2	0	0	1	0	0	0	1	0	0	0	1	0.726	0.583	0.143	0.408	84	9	4	2	11	6	5	0	17	0	2	7	0	9	2	0	10	0	0
hr	stud	review_health+care_110_1.hr.conllu	4	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0.823	0.747	0.177	0.463	79	8	5	7	5	3	5	0	13	2	2	3	4	11	2	0	9	0	0
hr	stud	review_health+care_119_2.hr.conllu	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	3	0	1	0	1	0	0.783	0.717	0.217	0.395	60	8	4	8	5	3	2	0	7	5	1	1	0	12	1	0	3	0	0
hr	stud	review_health+care_127_1.hr.conllu	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0.766	0.703	0.188	0.486	64	3	6	10	10	3	3	0	10	1	0	3	1	5	0	0	9	0	0
hr	stud	review_health+care_13_5.hr.conllu	2	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0.744	0.654	0.154	0.436	78	6	5	4	8	5	3	0	16	0	1	7	0	9	2	0	12	0	0
hr	stud	review_health+care_14_5.hr.conllu	4	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.768	0.681	0.174	0.494	70	10	6	6	5	1	4	2	13	0	0	2	0	9	2	0	9	0	0
hr	stud	review_health+care_16_4.hr.conllu	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0.712	0.658	0.178	0.393	73	5	7	8	5	4	2	0	8	2	1	6	0	10	2	0	13	0	0
hr	stud	review_health+care_185_2.hr.conllu	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0.82	0.77	0.213	0.5	61	3	6	4	5	1	3	0	11	5	0	3	1	7	5	0	7	0	0
hr	stud	review_health+care_199_2.hr.conllu	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0.768	0.652	0.188	0.5	69	10	6	4	6	4	2	0	18	2	0	3	1	6	1	0	6	0	0
hr	stud	review_health+care_19_5.hr.conllu	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0.769	0.662	0.175	0.423	63	7	5	3	11	3	2	0	7	0	0	5	0	8	4	0	8	0	0
hr	stud	review_health+care_4_4.hr.conllu	1	1	1	2	1	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	2	0	2	0	0.864	0.79	0.175	0.522	80	7	6	13	7	2	4	0	15	1	1	3	0	6	1	0	11	3	0
hr	stud	review_health+care_53_1.hr.conllu	4	0	0	1	0	0	0	0	1	0	0	0	0	1	3	0	1	5	0	3	1	0	0	1	0	0.706	0.588	0.127	0.398	102	15	4	5	10	4	1	0	23	8	0	2	2	15	2	0	11	0	0
hr	stud	review_health+care_6_5.hr.conllu	0	3	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0.857	0.837	0.25	0.636	48	5	5	4	3	2	2	0	10	3	0	3	1	4	0	0	6	0	0
hr	stud	review_health+care_84_1.hr.conllu	2	1	0	0	0	0	1	0	1	1	0	1	1	0	2	0	0	0	1	0	1	0	0	1	1	0.835	0.765	0.165	0.46	85	10	7	6	6	2	3	0	16	2	1	6	4	7	4	0	11	0	0
hr	stud	review_health+care_8_5.hr.conllu	0	4	0	0	1	1	0	1	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0.883	0.8	0.2	0.563	60	4	6	3	5	4	2	0	17	1	0	1	0	5	2	0	10	0	0
hr	stud	review_home+kitchen_10_5.hr.conllu	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	2	0	0.757	0.7	0.2	0.506	70	7	2	8	9	1	2	0	10	1	1	6	2	9	2	0	10	0	0
hr	stud	review_home+kitchen_112_1.hr.conllu	3	4	0	2	0	0	2	0	0	3	0	1	0	1	0	0	2	0	0	0	1	0	0	1	0	0.768	0.705	0.137	0.414	95	12	7	5	5	6	5	0	17	0	2	8	1	6	8	0	13	0	0
hr	stud	review_home+kitchen_12_5.hr.conllu	1	1	0	1	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0.803	0.721	0.213	0.473	61	7	3	5	5	2	7	0	13	0	1	1	1	8	3	0	5	0	0
hr	stud	review_home+kitchen_145_1.hr.conllu	3	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0.8	0.6	0.183	0.434	60	7	3	4	8	2	5	0	12	0	0	0	0	9	1	0	5	4	0
hr	stud	review_home+kitchen_185_1.hr.conllu	1	1	2	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0.739	0.652	0.174	0.376	69	7	3	5	12	2	2	0	13	0	1	2	0	8	5	0	9	0	0
hr	stud	review_home+kitchen_19_5.hr.conllu	1	2	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0.804	0.714	0.196	0.507	56	7	5	2	4	2	4	0	15	1	0	0	2	9	0	0	5	0	0
hr	stud	review_home+kitchen_20_5.hr.conllu	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0.872	0.745	0.213	0.698	47	6	4	3	5	0	6	0	10	0	1	0	0	5	1	0	6	0	0
hr	stud	review_home+kitchen_214_2.hr.conllu	2	1	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0.812	0.703	0.133	0.397	98	9	10	9	11	2	5	0	23	0	0	4	1	11	2	0	8	3	0
hr	stud	review_home+kitchen_21_5.hr.conllu	2	4	0	0	0	2	1	0	2	0	0	0	0	0	1	0	3	0	1	1	0	0	0	1	0	0.787	0.667	0.16	0.451	76	6	7	4	8	7	2	0	20	2	0	1	0	7	2	0	9	0	0
hr	stud	review_home+kitchen_24_5.hr.conllu	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0.702	0.614	0.235	0.455	51	7	1	3	5	2	3	0	10	2	0	1	0	9	4	0	4	0	0
hr	stud	review_home+kitchen_29_2.hr.conllu	2	2	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0.824	0.662	0.176	0.429	74	5	5	6	6	5	3	0	18	0	1	1	6	8	3	0	7	0	0
hr	stud	review_home+kitchen_41_2.hr.conllu	2	1	1	1	0	1	0	1	1	0	0	2	0	2	0	0	1	0	2	0	1	0	0	0	0	0.706	0.549	0.118	0.373	102	5	8	8	10	8	7	0	18	0	3	8	0	10	4	0	13	0	0
hr	stud	review_home+kitchen_6_5.hr.conllu	3	0	0	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.883	0.683	0.217	0.573	60	9	3	1	7	3	4	0	13	1	1	1	0	7	4	0	6	0	0
hr	stud	review_home+kitchen_96_2.hr.conllu	0	3	0	1	1	4	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0.747	0.606	0.122	0.395	99	6	8	8	10	9	5	0	16	0	3	5	0	13	2	0	13	0	0
hr	stud	review_movies+TV_11_5.hr.conllu	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0.846	0.782	0.184	0.523	76	11	6	5	4	2	4	0	16	1	1	5	6	6	1	0	8	0	0
hr	stud	review_movies+TV_187_1.hr.conllu	4	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0.81	0.683	0.206	0.526	63	12	3	4	8	1	2	0	12	1	1	0	1	10	2	0	6	0	0
hr	stud	review_movies+TV_1_4.hr.conllu	1	0	0	0	1	2	1	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0.8	0.691	0.218	0.456	55	6	3	1	4	0	4	0	10	0	1	5	3	9	3	0	6	0	0
hr	stud	review_movies+TV_20_5.hr.conllu	1	0	0	2	0	0	0	1	0	2	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0.821	0.786	0.214	0.585	56	8	5	4	3	3	6	0	10	1	0	3	2	6	0	0	5	0	0
hr	stud	review_movies+TV_22_5.hr.conllu	3	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0.887	0.717	0.226	0.5	53	12	3	2	4	3	3	0	8	0	1	3	0	8	1	0	5	0	0
hr	stud	review_movies+TV_249_1.hr.conllu	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	1	0.82	0.787	0.217	0.452	61	10	4	2	5	3	2	0	11	1	0	3	5	7	3	0	4	0	0
hr	stud	review_movies+TV_24_5.hr.conllu	3	0	0	2	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0.756	0.663	0.175	0.469	80	12	6	1	1	4	6	0	20	5	1	3	3	9	2	0	7	0	0
hr	stud	review_movies+TV_252_1.hr.conllu	2	0	0	3	0	2	1	1	3	1	0	1	1	0	0	0	1	0	2	0	0	2	0	0	0	0.786	0.667	0.12	0.418	117	14	10	6	13	6	7	1	21	0	3	3	4	12	5	0	12	0	0
hr	stud	review_movies+TV_25_5.hr.conllu	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	2	0	0	0	0	0.855	0.825	0.217	0.535	60	8	3	6	4	3	4	0	9	0	1	1	7	6	2	0	6	0	0
hr	stud	review_movies+TV_26_5.hr.conllu	2	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0.733	0.633	0.183	0.403	60	11	4	1	5	5	5	0	14	0	0	0	6	6	1	0	2	0	0
hr	stud	review_movies+TV_274_2.hr.conllu	3	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	3	1	0	0	0	0	0.772	0.693	0.139	0.331	103	17	3	10	10	6	6	0	14	1	2	3	2	16	5	0	6	0	0
hr	stud	review_movies+TV_304_1.hr.conllu	1	1	0	0	0	1	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0.8	0.686	0.171	0.506	70	6	2	9	5	2	6	0	12	0	0	4	4	5	4	0	11	0	0
hr	stud	review_movies+TV_439_1.hr.conllu	1	2	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0.849	0.712	0.194	0.443	72	9	6	6	5	3	2	0	12	2	2	3	1	9	3	0	9	0	0
hr	stud	review_movies+TV_500_1.hr.conllu	1	1	0	5	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.764	0.685	0.146	0.407	89	8	12	4	7	3	2	0	13	0	1	6	6	7	9	0	11	0	0
hr	stud	review_musical-instruments_12_4.hr.conllu	0	1	0	0	0	4	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	3	0	0.714	0.679	0.214	0.361	56	1	5	7	3	5	1	0	6	0	2	6	0	8	3	0	9	0	0
hr	stud	review_musical-instruments_17_4.hr.conllu	0	2	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	0.753	0.685	0.164	0.435	73	8	6	5	6	3	3	0	15	0	2	8	0	8	1	0	8	0	0
hr	stud	review_musical-instruments_18_5.hr.conllu	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.806	0.776	0.197	0.512	66	4	5	3	5	0	3	0	12	3	0	3	6	9	2	0	9	2	0
hr	stud	review_musical-instruments_1_5.hr.conllu	1	2	0	1	0	2	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0.87	0.778	0.222	0.545	54	4	5	6	2	1	3	0	9	1	0	4	0	7	4	0	8	0	0
hr	stud	review_musical-instruments_24_5.hr.conllu	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	2	0	0.8	0.694	0.167	0.457	84	6	6	4	11	5	5	0	12	1	0	2	6	11	3	0	10	2	0
hr	stud	review_musical-instruments_25_5.hr.conllu	2	1	0	3	0	1	0	0	2	2	0	0	0	1	0	0	0	2	1	1	0	1	0	0	0	0.783	0.696	0.152	0.427	92	12	8	8	13	5	2	0	16	3	1	2	1	9	3	0	9	0	0
hr	stud	review_musical-instruments_287_2.hr.conllu	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0.828	0.759	0.207	0.472	58	5	5	2	7	5	2	0	9	0	1	5	0	7	2	0	8	0	0
hr	stud	review_musical-instruments_3_5.hr.conllu	1	2	0	2	0	1	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0.889	0.819	0.153	0.531	72	10	7	5	2	3	4	0	21	0	0	2	0	4	2	0	12	0	0
hr	stud	review_musical-instruments_409_1.hr.conllu	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.723	0.585	0.128	0.43	94	6	5	3	11	3	8	0	17	0	0	9	1	13	4	0	14	0	0
hr	stud	review_musical-instruments_414_1.hr.conllu	1	2	0	0	0	1	1	2	0	1	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0.8	0.733	0.176	0.46	74	4	9	10	4	3	5	0	16	2	3	3	2	7	0	0	6	0	0
hr	stud	review_musical-instruments_483_2.hr.conllu	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792	0.792	0.189	0.324	53	3	3	0	0	2	2	0	7	0	0	0	16	6	2	0	4	8	0
hr	stud	review_musical-instruments_51_2.hr.conllu	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	2	0	1	0	0.776	0.647	0.153	0.441	85	7	5	12	13	3	4	0	11	1	3	1	0	11	2	0	12	0	0
hr	stud	review_musical-instruments_53_1.hr.conllu	2	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0.845	0.672	0.224	0.473	58	4	2	2	3	5	7	0	11	0	1	1	1	9	2	0	10	0	0
hr	stud	review_musical-instruments_547_2.hr.conllu	2	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	1	0	0	1	0.787	0.725	0.163	0.398	80	11	3	5	7	7	2	0	15	0	1	2	1	13	3	0	10	0	0
hr	stud	review_patio+lawn+garden_10_4.hr.conllu	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0.776	0.707	0.228	0.451	57	4	3	3	8	1	2	0	7	0	1	5	1	6	6	0	10	0	0
hr	stud	review_patio+lawn+garden_11_4.hr.conllu	0	2	0	0	0	2	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0.806	0.776	0.209	0.512	67	3	6	6	2	4	6	0	11	2	2	4	2	8	2	0	9	0	0
hr	stud	review_patio+lawn+garden_147_2.hr.conllu	2	0	2	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0.716	0.622	0.164	0.407	73	9	3	4	11	5	4	0	8	0	4	4	0	8	3	0	10	0	0
hr	stud	review_patio+lawn+garden_14_5.hr.conllu	2	2	1	0	0	1	1	0	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0.705	0.625	0.148	0.369	88	7	8	4	11	4	3	0	10	0	1	9	1	10	8	0	12	0	0
hr	stud	review_patio+lawn+garden_15_5.hr.conllu	3	2	0	2	0	1	0	1	0	0	0	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0.862	0.723	0.185	0.618	65	11	6	2	4	4	4	0	16	0	0	3	1	6	1	0	7	0	0
hr	stud	review_patio+lawn+garden_161_2.hr.conllu	3	2	1	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.805	0.72	0.159	0.385	82	7	6	6	8	4	4	0	16	1	4	2	0	8	7	0	9	0	0
hr	stud	review_patio+lawn+garden_181_2.hr.conllu	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0.875	0.771	0.271	0.607	48	5	4	3	4	0	4	0	9	2	2	1	1	5	3	0	5	0	0
hr	stud	review_patio+lawn+garden_19_5.hr.conllu	2	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0.867	0.733	0.217	0.58	60	7	5	2	5	4	6	0	13	3	0	2	2	4	1	0	6	0	0
hr	stud	review_patio+lawn+garden_1_4.hr.conllu	1	2	0	0	0	0	1	3	1	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0.808	0.717	0.121	0.479	99	8	8	9	9	7	4	0	20	3	0	5	0	8	3	0	15	0	0
hr	stud	review_patio+lawn+garden_247_1.hr.conllu	3	0	0	0	0	1	3	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0.761	0.591	0.125	0.449	88	8	5	2	12	2	6	0	18	0	0	4	0	10	7	0	14	0	0
hr	stud	review_patio+lawn+garden_334_1.hr.conllu	1	2	2	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0.877	0.741	0.173	0.458	81	4	7	6	4	2	3	0	19	2	3	6	1	9	3	0	12	0	0
hr	stud	review_patio+lawn+garden_387_1.hr.conllu	2	1	0	1	0	1	1	0	2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0.776	0.663	0.143	0.482	99	10	9	7	12	4	6	0	14	4	1	7	3	8	2	0	11	0	0
hr	stud	review_patio+lawn+garden_392_1.hr.conllu	3	2	0	2	0	0	2	1	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0.768	0.674	0.149	0.411	94	11	10	5	7	4	6	2	20	0	1	3	1	11	1	0	12	0	0
hr	stud	review_patio+lawn+garden_6_5.hr.conllu	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0.81	0.714	0.222	0.507	63	6	5	2	9	4	3	0	13	3	2	2	2	5	2	0	5	0	0
hr	stud	review_pet_supplies_131_2.hr.conllu	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0.736	0.632	0.161	0.448	87	7	7	7	6	1	4	0	15	1	2	5	1	11	6	0	14	0	0
hr	stud	review_pet_supplies_132_2.hr.conllu	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.76	0.653	0.164	0.529	73	9	4	4	5	4	5	0	7	3	2	11	0	8	0	0	11	0	0
hr	stud	review_pet_supplies_143_1.hr.conllu	4	0	1	0	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0.697	0.578	0.12	0.355	108	13	1	10	15	7	8	0	13	1	0	4	2	20	3	0	11	0	0
hr	stud	review_pet_supplies_15_1.hr.conllu	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0.742	0.663	0.149	0.368	87	5	5	3	3	4	2	0	16	2	2	5	0	15	7	0	18	0	0
hr	stud	review_pet_supplies_23_4.hr.conllu	1	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0.865	0.827	0.235	0.6	51	5	4	3	3	2	2	0	10	0	0	3	2	4	3	0	10	0	0
hr	stud	review_pet_supplies_27_1.hr.conllu	1	0	0	0	2	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0.766	0.67	0.14	0.405	93	8	5	8	4	4	4	0	17	4	2	7	0	11	2	0	17	0	0
hr	stud	review_pet_supplies_36_5.hr.conllu	1	1	0	0	3	0	1	3	0	2	0	1	0	0	0	1	2	0	1	0	0	0	0	0	3	0.733	0.634	0.14	0.364	100	10	6	5	4	5	6	0	26	1	3	1	0	19	2	0	9	3	0
hr	stud	review_pet_supplies_38_5.hr.conllu	2	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0.814	0.695	0.186	0.444	59	8	3	5	7	2	4	0	9	0	0	2	0	6	5	0	8	0	0
hr	stud	review_pet_supplies_46_4.hr.conllu	2	1	0	0	0	1	0	0	0	2	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0.794	0.706	0.164	0.43	67	7	3	9	6	2	8	0	12	0	0	3	0	7	3	0	7	0	0
hr	stud	review_pet_supplies_48_5.hr.conllu	3	4	0	1	0	1	0	0	1	3	0	2	0	0	0	0	1	0	0	1	4	0	0	0	0	0.762	0.644	0.121	0.344	99	11	9	4	6	4	8	0	24	0	4	3	0	12	3	0	11	0	0
hr	stud	review_pet_supplies_64_5.hr.conllu	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0.854	0.792	0.25	0.625	48	6	4	1	3	2	3	0	11	0	0	5	1	4	2	0	6	0	0
hr	stud	review_pet_supplies_91_1.hr.conllu	4	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0.909	0.836	0.218	0.5	55	10	3	3	2	4	2	0	12	1	2	3	0	7	0	0	6	0	0
hr	stud	review_pet_supplies_98_2.hr.conllu	3	1	2	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.779	0.623	0.182	0.442	77	6	7	4	4	2	3	0	20	1	2	4	1	9	5	0	9	0	0
hr	stud	review_pet_supplies_9_5.hr.conllu	0	1	2	0	2	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0.815	0.685	0.185	0.397	54	3	3	0	2	3	4	0	17	0	0	1	0	8	3	0	10	0	0
hr	stud	review_sports+outdoors_133_1.hr.conllu	0	4	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0.814	0.729	0.171	0.512	70	6	9	6	7	3	1	0	12	0	0	5	4	8	1	0	8	0	0
hr	stud	review_sports+outdoors_137_1.hr.conllu	2	0	2	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.628	0.487	0.154	0.379	78	4	8	7	9	6	5	0	13	0	1	4	1	10	0	0	10	0	0
hr	stud	review_sports+outdoors_146_2.hr.conllu	1	2	1	2	0	0	1	0	0	2	0	0	2	0	1	0	0	0	0	0	0	2	0	2	0	0.727	0.623	0.143	0.378	77	8	4	9	10	2	2	0	15	0	0	3	0	7	4	0	13	0	0
hr	stud	review_sports+outdoors_181_1.hr.conllu	1	0	0	0	0	1	0	3	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0.83	0.66	0.226	0.54	53	6	1	5	5	3	6	0	11	0	2	1	0	5	1	0	7	0	0
hr	stud	review_sports+outdoors_209_1.hr.conllu	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0.84	0.8	0.26	0.579	50	5	6	4	3	1	1	0	14	1	1	1	1	6	0	0	6	0	0
hr	stud	review_sports+outdoors_22_5.hr.conllu	2	0	0	0	0	1	1	0	0	1	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0.79	0.741	0.163	0.375	80	6	4	11	7	5	1	0	14	3	0	6	2	8	2	0	11	0	0
hr	stud	review_sports+outdoors_29_4.hr.conllu	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0.747	0.653	0.169	0.422	71	3	3	4	6	3	0	0	11	3	0	6	2	11	5	0	14	0	0
hr	stud	review_sports+outdoors_2_5.hr.conllu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0.662	0.62	0.183	0.443	71	8	4	6	8	6	5	0	6	3	0	3	2	7	4	0	9	0	0
hr	stud	review_sports+outdoors_36_5.hr.conllu	3	2	0	4	0	0	1	1	0	2	0	1	0	0	0	0	1	0	0	2	2	0	0	1	0	0.813	0.747	0.154	0.454	91	13	8	10	8	6	4	0	16	1	1	2	1	10	1	0	10	0	0
hr	stud	review_sports+outdoors_3_4.hr.conllu	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.733	0.65	0.233	0.459	60	3	4	6	4	2	6	0	11	3	4	1	1	7	3	0	5	0	0
hr	stud	review_sports+outdoors_40_1.hr.conllu	2	0	1	3	2	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0.8	0.744	0.156	0.44	90	15	5	8	7	6	2	0	16	2	1	5	1	10	2	0	10	0	0
hr	stud	review_sports+outdoors_43_2.hr.conllu	1	3	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.767	0.685	0.153	0.382	72	4	9	5	4	5	2	0	15	0	0	5	0	7	5	0	11	0	0
hr	stud	review_sports+outdoors_5_4.hr.conllu	2	1	1	0	0	1	3	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.679	0.232	0.485	56	6	3	5	4	3	2	0	11	0	1	2	2	6	3	0	8	0	0
hr	stud	review_sports+outdoors_6_5.hr.conllu	1	2	0	1	0	1	0	0	0	0	0	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0.743	0.661	0.119	0.382	109	7	11	8	10	6	11	0	18	0	1	4	5	9	7	0	12	0	0
hr	stud	review_toys-and-games_15_5.hr.conllu	0	1	1	0	0	2	0	2	0	0	0	0	0	1	0	2	0	1	1	1	0	0	0	0	0	0.724	0.581	0.133	0.338	105	2	5	5	9	7	9	0	15	1	0	6	2	15	4	0	23	2	0
